OrderID,OrderDate,name,category,price,short_description,dimensions,link
O1199,2023-06-05,STOENSE,Rugs,140.91,,,
O1201,2023-05-28,BRIMNES,Beds,321.05,"Bed frame w storage and headboard, 90x200 cm","Ancho: 96.0cm, Alto: 110.0cm, Fondo: 54.0cm",https://www.ikea.com/sa/en/p/brimnes-bed-frame-w-storage-and-headboard-white-luroey-s49278341/
O1202,2024-01-15,FADO,Lamps,22.0,,,
O1202,2024-01-11,HEKTAR,Lamps,930.56,,,
O1203,2023-03-09,LAGAN,Appliances,600.0,,,
O1203,2023-03-09,LINNMON/ADILS,Tables,260.12,,,
O1204,2024-07-04,KLIPPAN,Sofas & armchairs,773.41,2-seat sofa,"Ancho: 180.0cm, Alto: 66.0cm, Fondo: 88.0cm",https://www.ikea.com/sa/en/p/klippan-2-seat-sofa-kabusa-dark-grey-s09251777/
O1204,2024-07-06,LERSTA,Lamps,5.99,,,
O1205,2023-11-29,KALLAX,Bookcases & shelving units,49.99,"Shelving unit, 77x77 cm","Ancho: 77.0cm, Alto: 77.0cm, Fondo: 39.0cm",https://www.ikea.com/sa/en/p/kallax-shelving-unit-white-20275814/
O1205,2023-12-01,KALLAX,Bookcases & shelving units,49.99,"Shelving unit, 77x77 cm","Ancho: 77.0cm, Alto: 77.0cm, Fondo: 39.0cm",https://www.ikea.com/sa/en/p/kallax-shelving-unit-white-20275814/
O1205,2023-12-05,LERSTA,Lamps,5.99,,,
O1206,2024-05-22,STOENSE,Rugs,140.91,,,
O1209,2023-10-15,FÄRGRIK,Dinnerware,1.89,,,
O1210,2024-04-01,PAX,Wardrobes,737.91,"Wardrobe combination, 150x58x201 cm","Ancho: 150.0cm, Alto: 201.0cm, Fondo: 58.0cm",https://www.ikea.com/sa/en/p/pax-wardrobe-combination-white-s29385672/
O1214,2024-09-07,BILLY,Bookcases & shelving units,271.04,"Bookcase, 80x28x202 cm","Ancho: 80.0cm, Alto: 202.0cm, Fondo: 28.0cm",https://www.ikea.com/sa/en/p/billy-bookcase-white-00263850/
O1214,2024-09-08,BILLY,Bookcases & shelving units,271.04,"Bookcase, 80x28x202 cm","Ancho: 80.0cm, Alto: 202.0cm, Fondo: 28.0cm",https://www.ikea.com/sa/en/p/billy-bookcase-white-00263850/
O1216,2024-07-29,LINNMON/ADILS,Tables,260.12,,,
O1216,2024-07-29,TILLREDA,Appliances,957.28,,,
O1217,2023-12-14,ADDE,Chairs,11.2,Chair,"Ancho: 39.0cm, Alto: 77.0cm, Fondo: 47.0cm",https://www.ikea.com/sa/en/p/adde-chair-white-10219178/
O1217,2023-12-16,MILLBERGET,Chairs,150.0,Swivel chair,Fondo: 65.0cm,https://www.ikea.com/sa/en/p/millberget-swivel-chair-bomstad-black-90339412/
O1220,2024-10-24,FADO,Lamps,22.0,,,
O1223,2023-02-23,HEKTAR,Lamps,930.56,,,
O1223,2023-02-21,LAGAN,Appliances,600.0,,,
O1223,2023-02-23,ODGER,Chairs,448.33,Swivel chair,"Ancho: 68.0cm, Fondo: 68.0cm",https://www.ikea.com/sa/en/p/odger-swivel-chair-white-beige-70308685/
O1223,2023-02-23,TRÅDFRI,Lighting,15.0,,,
O1224,2024-08-01,TILLREDA,Appliances,957.28,,,
O1224,2024-08-01,VINDUM,Rugs,250.0,,,
O1225,2023-01-27,MILLBERGET,Chairs,150.0,Swivel chair,Fondo: 65.0cm,https://www.ikea.com/sa/en/p/millberget-swivel-chair-bomstad-black-90339412/
O1226,2024-03-12,HEKTAR,Lamps,930.56,,,
O1226,2024-03-12,TRÅDFRI,Lighting,15.0,,,
O1227,2023-07-21,OFTAST,Dinnerware,1.49,,,
O1228,2024-11-13,FÄLTSKÄR,Bedding,993.45,,,
O1229,2023-04-10,KLIPPAN,Sofas & armchairs,773.41,2-seat sofa,"Ancho: 180.0cm, Alto: 66.0cm, Fondo: 88.0cm",https://www.ikea.com/sa/en/p/klippan-2-seat-sofa-kabusa-dark-grey-s09251777/
O1230,2024-08-25,HEMNES,Beds,86.99,"Bed frame, 140x200 cm",Ancho: 154.0cm,https://www.ikea.com/sa/en/p/hemnes-bed-frame-white-stain-s89931560/
O1232,2024-05-20,FADO,Lamps,22.0,,,
O1232,2024-05-18,LAGAN,Appliances,600.0,,,
O1232,2024-05-18,LINNMON/ADILS,Tables,260.12,,,
O1233,2023-09-15,LINNMON/ADILS,Tables,260.12,,,
O1234,2024-04-26,ADDE,Chairs,11.2,Chair,"Ancho: 39.0cm, Alto: 77.0cm, Fondo: 47.0cm",https://www.ikea.com/sa/en/p/adde-chair-white-10219178/
O1234,2024-04-22,BRIMNES,Beds,321.05,"Bed frame w storage and headboard, 90x200 cm","Ancho: 96.0cm, Alto: 110.0cm, Fondo: 54.0cm",https://www.ikea.com/sa/en/p/brimnes-bed-frame-w-storage-and-headboard-white-luroey-s49278341/
O1234,2024-04-29,HEMNES,Beds,86.99,"Bed frame, 140x200 cm",Ancho: 154.0cm,https://www.ikea.com/sa/en/p/hemnes-bed-frame-white-stain-s89931560/
O1234,2024-04-26,OFTAST,Dinnerware,1.49,,,
O1234,2024-04-19,PAX,Wardrobes,737.91,"Wardrobe combination, 150x58x201 cm","Ancho: 150.0cm, Alto: 201.0cm, Fondo: 58.0cm",https://www.ikea.com/sa/en/p/pax-wardrobe-combination-white-s29385672/
O1235,2023-08-08,STOENSE,Rugs,140.91,,,
O1237,2023-05-02,GRÖNLID,Beds,650.0,2-seat sofa-bed,"Ancho: 196.0cm, Alto: 104.0cm, Fondo: 98.0cm",https://www.ikea.com/sa/en/p/groenlid-2-seat-sofa-bed-ljungen-dark-red-s29278101/
O1237,2023-05-02,HEKTAR,Lamps,930.56,,,
O1237,2023-05-02,TRÅDFRI,Lighting,15.0,,,
O1240,2024-06-20,GULLKLOCKA,Bedding,59.99,,,
O1241,2023-01-15,ODGER,Chairs,448.33,Swivel chair,"Ancho: 68.0cm, Fondo: 68.0cm",https://www.ikea.com/sa/en/p/odger-swivel-chair-white-beige-70308685/
O1242,2024-09-02,FADO,Lamps,22.0,,,
O1242,2024-09-05,FADO,Lamps,22.0,,,
O1242,2024-09-05,HEKTAR,Lamps,930.56,,,
O1242,2024-09-04,INGATORP,Chairs,546.04,"Table and 4 chairs, 155 cm","Ancho: 87.0cm, Alto: 74.0cm",https://www.ikea.com/sa/en/p/ingatorp-ingolf-table-and-4-chairs-white-s29917307/
O1242,2024-09-06,LERSTA,Lamps,5.99,,,
O1242,2024-09-03,STOENSE,Rugs,140.91,,,
O1242,2024-09-05,TRÅDFRI,Lighting,15.0,,,
O1243,2023-03-24,TILLREDA,Appliances,957.28,,,
O1244,2024-01-05,INGATORP,Chairs,546.04,"Table and 4 chairs, 155 cm","Ancho: 87.0cm, Alto: 74.0cm",https://www.ikea.com/sa/en/p/ingatorp-ingolf-table-and-4-chairs-white-s29917307/
O1245,2023-05-09,GULLKLOCKA,Bedding,59.99,,,
O1245,2023-05-09,KALLAX,Bookcases & shelving units,49.99,"Shelving unit, 77x77 cm","Ancho: 77.0cm, Alto: 77.0cm, Fondo: 39.0cm",https://www.ikea.com/sa/en/p/kallax-shelving-unit-white-20275814/
O1246,2024-09-15,VINDUM,Rugs,250.0,,,
O1248,2024-07-23,FÄRGRIK,Dinnerware,1.89,,,
O1249,2023-11-20,KIVIK,Chairs,799.0,Chaise longue,"Ancho: 90.0cm, Alto: 83.0cm, Fondo: 163.0cm",https://www.ikea.com/sa/en/p/kivik-chaise-longue-skiftebo-dark-grey-s79305512/
O1249,2023-11-20,LACK,Tables,10.0,Chaise longue,"Ancho: 90.0cm, Alto: 83.0cm, Fondo: 163.0cm",https://www.ikea.com/sa/en/p/kivik-chaise-longue-skiftebo-dark-grey-s79305512/
O1250,2024-05-06,BRIMNES,Beds,321.05,"Bed frame w storage and headboard, 90x200 cm","Ancho: 96.0cm, Alto: 110.0cm, Fondo: 54.0cm",https://www.ikea.com/sa/en/p/brimnes-bed-frame-w-storage-and-headboard-white-luroey-s49278341/
O1250,2024-05-06,LAGAN,Appliances,600.0,,,
O1251,2023-08-11,FADO,Lamps,22.0,,,
O1253,2023-01-22,ADDE,Chairs,11.2,Chair,"Ancho: 39.0cm, Alto: 77.0cm, Fondo: 47.0cm",https://www.ikea.com/sa/en/p/adde-chair-white-10219178/
O1254,2024-06-09,BILLY,Bookcases & shelving units,271.04,"Bookcase, 80x28x202 cm","Ancho: 80.0cm, Alto: 202.0cm, Fondo: 28.0cm",https://www.ikea.com/sa/en/p/billy-bookcase-white-00263850/
O1257,2023-10-01,GRÖNLID,Beds,650.0,2-seat sofa-bed,"Ancho: 196.0cm, Alto: 104.0cm, Fondo: 98.0cm",https://www.ikea.com/sa/en/p/groenlid-2-seat-sofa-bed-ljungen-dark-red-s29278101/
O1259,2023-08-22,STOENSE,Rugs,140.91,,,
O1260,2024-12-04,HEKTAR,Lamps,930.56,,,
O1260,2024-12-04,TRÅDFRI,Lighting,15.0,,,
O1261,2023-02-18,FÄRGRIK,Dinnerware,1.89,,,
O1261,2023-02-20,INGATORP,Chairs,546.04,"Table and 4 chairs, 155 cm","Ancho: 87.0cm, Alto: 74.0cm",https://www.ikea.com/sa/en/p/ingatorp-ingolf-table-and-4-chairs-white-s29917307/
O1262,2024-07-02,FÄRGRIK,Dinnerware,1.89,,,
O1262,2024-07-01,ODGER,Chairs,448.33,Swivel chair,"Ancho: 68.0cm, Fondo: 68.0cm",https://www.ikea.com/sa/en/p/odger-swivel-chair-white-beige-70308685/
O1263,2023-11-25,BILLY,Bookcases & shelving units,271.04,"Bookcase, 80x28x202 cm","Ancho: 80.0cm, Alto: 202.0cm, Fondo: 28.0cm",https://www.ikea.com/sa/en/p/billy-bookcase-white-00263850/
O1263,2023-11-26,BRIMNES,Beds,321.05,"Bed frame w storage and headboard, 90x200 cm","Ancho: 96.0cm, Alto: 110.0cm, Fondo: 54.0cm",https://www.ikea.com/sa/en/p/brimnes-bed-frame-w-storage-and-headboard-white-luroey-s49278341/
O1263,2023-11-28,HEKTAR,Lamps,780.0,,,
O1263,2023-11-28,LERSTA,Lamps,5.99,,,
O1263,2023-11-28,TRÅDFRI,Lighting,15.0,,,
O1265,2023-07-13,FADO,Lamps,22.0,,,
O1265,2023-07-15,PAX,Wardrobes,999.0,"Wardrobe combination, 150x58x201 cm","Ancho: 150.0cm, Alto: 201.0cm, Fondo: 58.0cm",https://www.ikea.com/sa/en/p/pax-wardrobe-combination-white-s29385672/
O1266,2024-11-01,BILLY,Bookcases & shelving units,271.04,"Bookcase, 80x28x202 cm","Ancho: 80.0cm, Alto: 202.0cm, Fondo: 28.0cm",https://www.ikea.com/sa/en/p/billy-bookcase-white-00263850/
O1266,2024-11-02,FADO,Lamps,616.25,,,
O1266,2024-11-01,LAGAN,Appliances,600.0,,,
O1267,2023-05-16,KLIPPAN,Sofas & armchairs,773.41,2-seat sofa,"Ancho: 180.0cm, Alto: 66.0cm, Fondo: 88.0cm",https://www.ikea.com/sa/en/p/klippan-2-seat-sofa-kabusa-dark-grey-s09251777/
O1268,2024-09-09,PAX,Wardrobes,737.91,"Wardrobe combination, 150x58x201 cm","Ancho: 150.0cm, Alto: 201.0cm, Fondo: 58.0cm",https://www.ikea.com/sa/en/p/pax-wardrobe-combination-white-s29385672/
O1269,2023-03-01,VINDUM,Rugs,250.0,,,
O1271,2023-11-15,ADDE,Chairs,11.2,Chair,"Ancho: 39.0cm, Alto: 77.0cm, Fondo: 47.0cm",https://www.ikea.com/sa/en/p/adde-chair-white-10219178/
O1271,2023-11-14,LACK,Bookcases & shelving units,25.0,"Wall shelf unit, 30x190 cm","Ancho: 30.0cm, Alto: 190.0cm, Fondo: 28.0cm",https://www.ikea.com/sa/en/p/lack-wall-shelf-unit-white-60282186/
O1271,2023-11-14,OFTAST,Dinnerware,1.49,,,
O1272,2024-03-29,HEKTAR,Lamps,930.56,,,
O1272,2024-03-27,OFTAST,Dinnerware,1.49,,,
O1272,2024-03-29,TRÅDFRI,Lighting,15.0,,,
O1274,2024-12-25,HEKTAR,Lamps,930.56,,,
O1274,2024-12-25,TRÅDFRI,Lighting,15.0,,,
O1275,2023-01-18,KALLAX,Bookcases & shelving units,49.99,"Shelving unit, 77x77 cm","Ancho: 77.0cm, Alto: 77.0cm, Fondo: 39.0cm",https://www.ikea.com/sa/en/p/kallax-shelving-unit-white-20275814/
O1275,2023-01-18,LERSTA,Lamps,5.99,,,
O1276,2024-06-22,KIVIK,Chairs,799.0,Chaise longue,"Ancho: 90.0cm, Alto: 83.0cm, Fondo: 163.0cm",https://www.ikea.com/sa/en/p/kivik-chaise-longue-skiftebo-dark-grey-s79305512/
O1276,2024-06-22,LACK,Tables,10.0,Chaise longue,"Ancho: 90.0cm, Alto: 83.0cm, Fondo: 163.0cm",https://www.ikea.com/sa/en/p/kivik-chaise-longue-skiftebo-dark-grey-s79305512/
O1277,2023-09-05,TILLREDA,Appliances,957.28,,,
O1279,2023-08-16,BILLY,Bookcases & shelving units,271.04,"Bookcase, 80x28x202 cm","Ancho: 80.0cm, Alto: 202.0cm, Fondo: 28.0cm",https://www.ikea.com/sa/en/p/billy-bookcase-white-00263850/
O1279,2023-08-15,FADO,Lamps,22.0,,,
O1279,2023-08-18,FADO,Lamps,22.0,,,
O1279,2023-08-19,LERSTA,Lamps,5.99,,,
O1280,2024-12-19,ADDE,Chairs,11.2,Chair,"Ancho: 39.0cm, Alto: 77.0cm, Fondo: 47.0cm",https://www.ikea.com/sa/en/p/adde-chair-white-10219178/
O1280,2024-12-21,BILLY,Bookcases & shelving units,271.04,"Bookcase, 80x28x202 cm","Ancho: 80.0cm, Alto: 202.0cm, Fondo: 28.0cm",https://www.ikea.com/sa/en/p/billy-bookcase-white-00263850/
O1280,2024-12-19,LAGAN,Appliances,600.0,,,
O1281,2023-05-25,HEMNES,Beds,86.99,"Bed frame, 140x200 cm",Ancho: 154.0cm,https://www.ikea.com/sa/en/p/hemnes-bed-frame-white-stain-s89931560/
O1281,2023-05-27,LERSTA,Lamps,5.99,,,
O1281,2023-05-26,OFTAST,Dinnerware,1.49,,,
O1283,2023-03-05,OFTAST,Dinnerware,1.49,,,
O1287,2023-08-29,FÄLTSKÄR,Bedding,993.45,,,
O1287,2023-08-30,OFTAST,Dinnerware,1.49,,,
O1291,2023-02-28,KALLAX,Bookcases & shelving units,49.99,"Shelving unit, 77x77 cm","Ancho: 77.0cm, Alto: 77.0cm, Fondo: 39.0cm",https://www.ikea.com/sa/en/p/kallax-shelving-unit-white-20275814/
O1293,2023-11-08,INGATORP,Chairs,546.04,"Table and 4 chairs, 155 cm","Ancho: 87.0cm, Alto: 74.0cm",https://www.ikea.com/sa/en/p/ingatorp-ingolf-table-and-4-chairs-white-s29917307/
O1294,2024-05-28,HEKTAR,Lamps,930.56,,,
O1294,2024-05-28,TRÅDFRI,Lighting,15.0,,,
O1297,2023-01-31,GULLKLOCKA,Bedding,59.99,,,
O1298,2024-11-18,ADDE,Chairs,11.2,Chair,"Ancho: 39.0cm, Alto: 77.0cm, Fondo: 47.0cm",https://www.ikea.com/sa/en/p/adde-chair-white-10219178/
O1298,2024-11-18,MILLBERGET,Chairs,150.0,Swivel chair,Fondo: 65.0cm,https://www.ikea.com/sa/en/p/millberget-swivel-chair-bomstad-black-90339412/
O1299,2023-06-08,FADO,Lamps,22.0,,,
O1299,2023-06-07,LERSTA,Lamps,5.99,,,
O1299,2023-06-11,STOENSE,Rugs,140.91,,,
O1300,2024-10-09,LAGAN,Appliances,600.0,,,
O1301,2023-03-29,PAX,Wardrobes,737.91,"Wardrobe combination, 150x58x201 cm","Ancho: 150.0cm, Alto: 201.0cm, Fondo: 58.0cm",https://www.ikea.com/sa/en/p/pax-wardrobe-combination-white-s29385672/
O1302,2024-08-23,BILLY,Bookcases & shelving units,271.04,"Bookcase, 80x28x202 cm","Ancho: 80.0cm, Alto: 202.0cm, Fondo: 28.0cm",https://www.ikea.com/sa/en/p/billy-bookcase-white-00263850/
O1302,2024-08-21,LINNMON/ADILS,Tables,260.12,,,
O1303,2023-01-25,BILLY,Bookcases & shelving units,271.04,"Bookcase, 80x28x202 cm","Ancho: 80.0cm, Alto: 202.0cm, Fondo: 28.0cm",https://www.ikea.com/sa/en/p/billy-bookcase-white-00263850/
O1303,2023-01-25,STOENSE,Rugs,140.91,,,
O1304,2024-07-03,FADO,Lamps,22.0,,,
O1305,2023-11-01,OFTAST,Dinnerware,1.49,,,
O1305,2023-11-01,VINDUM,Rugs,250.0,,,
O1306,2024-05-13,KLIPPAN,Sofas & armchairs,773.41,2-seat sofa,"Ancho: 180.0cm, Alto: 66.0cm, Fondo: 88.0cm",https://www.ikea.com/sa/en/p/klippan-2-seat-sofa-kabusa-dark-grey-s09251777/
O1306,2024-05-13,LERSTA,Lamps,5.99,,,
O1306,2024-05-15,LERSTA,Lamps,5.99,,,
O1309,2023-06-28,HEKTAR,Lamps,930.56,,,
O1310,2024-10-17,ODGER,Chairs,448.33,Swivel chair,"Ancho: 68.0cm, Fondo: 68.0cm",https://www.ikea.com/sa/en/p/odger-swivel-chair-white-beige-70308685/
O1311,2023-02-15,BRIMNES,Beds,321.05,"Bed frame w storage and headboard, 90x200 cm","Ancho: 96.0cm, Alto: 110.0cm, Fondo: 54.0cm",https://www.ikea.com/sa/en/p/brimnes-bed-frame-w-storage-and-headboard-white-luroey-s49278341/
O1312,2024-07-20,HEKTAR,Lamps,930.56,,,
O1312,2024-07-19,KLIPPAN,Sofas & armchairs,773.41,2-seat sofa,"Ancho: 180.0cm, Alto: 66.0cm, Fondo: 88.0cm",https://www.ikea.com/sa/en/p/klippan-2-seat-sofa-kabusa-dark-grey-s09251777/
O1312,2024-07-16,LAGAN,Appliances,600.0,,,
O1312,2024-07-20,TRÅDFRI,Lighting,15.0,,,
O1312,2024-07-20,VINDUM,Rugs,250.0,,,
O1315,2023-03-19,KALLAX,Bookcases & shelving units,49.99,"Shelving unit, 77x77 cm","Ancho: 77.0cm, Alto: 77.0cm, Fondo: 39.0cm",https://www.ikea.com/sa/en/p/kallax-shelving-unit-white-20275814/
O1315,2023-03-17,LACK,Bookcases & shelving units,25.0,"Wall shelf unit, 30x190 cm","Ancho: 30.0cm, Alto: 190.0cm, Fondo: 28.0cm",https://www.ikea.com/sa/en/p/lack-wall-shelf-unit-white-60282186/
O1315,2023-03-19,LERSTA,Lamps,5.99,,,
O1315,2023-03-20,LINNMON/ADILS,Tables,260.12,,,
O1316,2024-11-26,HEKTAR,Lamps,930.56,,,
O1316,2024-11-25,KALLAX,Bookcases & shelving units,49.99,"Shelving unit, 77x77 cm","Ancho: 77.0cm, Alto: 77.0cm, Fondo: 39.0cm",https://www.ikea.com/sa/en/p/kallax-shelving-unit-white-20275814/
O1316,2024-11-25,LACK,Bookcases & shelving units,25.0,"Wall shelf unit, 30x190 cm","Ancho: 30.0cm, Alto: 190.0cm, Fondo: 28.0cm",https://www.ikea.com/sa/en/p/lack-wall-shelf-unit-white-60282186/
O1316,2024-11-26,TRÅDFRI,Lighting,15.0,,,
O1318,2024-09-29,FADO,Lamps,22.0,,,
O1318,2024-09-28,HEKTAR,Lamps,930.56,,,
O1319,2023-02-07,TILLREDA,Appliances,957.28,,,
O1320,2024-07-27,KIVIK,Chairs,799.0,Chaise longue,"Ancho: 90.0cm, Alto: 83.0cm, Fondo: 163.0cm",https://www.ikea.com/sa/en/p/kivik-chaise-longue-skiftebo-dark-grey-s79305512/
O1320,2024-07-27,LACK,Tables,10.0,Chaise longue,"Ancho: 90.0cm, Alto: 83.0cm, Fondo: 163.0cm",https://www.ikea.com/sa/en/p/kivik-chaise-longue-skiftebo-dark-grey-s79305512/
O1321,2023-10-24,GULLKLOCKA,Bedding,59.99,,,
O1321,2023-10-20,PAX,Wardrobes,737.91,"Wardrobe combination, 150x58x201 cm","Ancho: 150.0cm, Alto: 201.0cm, Fondo: 58.0cm",https://www.ikea.com/sa/en/p/pax-wardrobe-combination-white-s29385672/
O1322,2024-04-05,HEKTAR,Lamps,930.56,,,
O1322,2024-04-03,STOENSE,Rugs,140.91,,,
O1322,2024-04-05,STOENSE,Rugs,140.91,,,
O1322,2024-04-05,TRÅDFRI,Lighting,15.0,,,
O1323,2023-08-28,GRÖNLID,Beds,650.0,2-seat sofa-bed,"Ancho: 196.0cm, Alto: 104.0cm, Fondo: 98.0cm",https://www.ikea.com/sa/en/p/groenlid-2-seat-sofa-bed-ljungen-dark-red-s29278101/
O1323,2023-08-26,LERSTA,Lamps,5.99,,,
O1324,2024-12-22,ADDE,Chairs,11.2,Chair,"Ancho: 39.0cm, Alto: 77.0cm, Fondo: 47.0cm",https://www.ikea.com/sa/en/p/adde-chair-white-10219178/
O1324,2024-12-22,LINNMON/ADILS,Tables,260.12,,,
O1325,2023-05-18,FADO,Lamps,22.0,,,
O1325,2023-05-20,FÄLTSKÄR,Bedding,993.45,,,
O1325,2023-05-18,HEMNES,Beds,86.99,"Bed frame, 140x200 cm",Ancho: 154.0cm,https://www.ikea.com/sa/en/p/hemnes-bed-frame-white-stain-s89931560/
O1326,2024-10-01,FÄRGRIK,Dinnerware,1.89,,,
O1330,2024-05-01,FÄLTSKÄR,Bedding,993.45,,,
O1335,2023-01-11,STOENSE,Rugs,140.91,,,
O1336,2024-06-29,HEKTAR,Lamps,930.56,,,
O1336,2024-06-29,TRÅDFRI,Lighting,15.0,,,
O1337,2023-04-20,OFTAST,Dinnerware,1.49,,,
O1338,2024-11-09,ADDE,Chairs,11.2,Chair,"Ancho: 39.0cm, Alto: 77.0cm, Fondo: 47.0cm",https://www.ikea.com/sa/en/p/adde-chair-white-10219178/
O1338,2024-11-09,LERSTA,Lamps,5.99,,,
O1338,2024-11-09,PAX,Wardrobes,737.91,"Wardrobe combination, 150x58x201 cm","Ancho: 150.0cm, Alto: 201.0cm, Fondo: 58.0cm",https://www.ikea.com/sa/en/p/pax-wardrobe-combination-white-s29385672/
O1339,2023-06-15,KALLAX,Bookcases & shelving units,49.99,"Shelving unit, 77x77 cm","Ancho: 77.0cm, Alto: 77.0cm, Fondo: 39.0cm",https://www.ikea.com/sa/en/p/kallax-shelving-unit-white-20275814/
O1339,2023-06-19,LAGAN,Appliances,600.0,,,
O1340,2024-10-05,GULLKLOCKA,Bedding,59.99,,,
O1342,2024-07-25,HEKTAR,Lamps,930.56,,,
O1342,2024-07-25,KLIPPAN,Sofas & armchairs,773.41,2-seat sofa,"Ancho: 180.0cm, Alto: 66.0cm, Fondo: 88.0cm",https://www.ikea.com/sa/en/p/klippan-2-seat-sofa-kabusa-dark-grey-s09251777/
O1344,2024-08-14,FADO,Lamps,22.0,,,
O1344,2024-08-11,KIVIK,Chairs,799.0,Chaise longue,"Ancho: 90.0cm, Alto: 83.0cm, Fondo: 163.0cm",https://www.ikea.com/sa/en/p/kivik-chaise-longue-skiftebo-dark-grey-s79305512/
O1344,2024-08-11,LACK,Tables,10.0,Chaise longue,"Ancho: 90.0cm, Alto: 83.0cm, Fondo: 163.0cm",https://www.ikea.com/sa/en/p/kivik-chaise-longue-skiftebo-dark-grey-s79305512/
O1344,2024-08-09,MILLBERGET,Chairs,150.0,Swivel chair,Fondo: 65.0cm,https://www.ikea.com/sa/en/p/millberget-swivel-chair-bomstad-black-90339412/
O1344,2024-08-08,PAX,Wardrobes,737.91,"Wardrobe combination, 150x58x201 cm","Ancho: 150.0cm, Alto: 201.0cm, Fondo: 58.0cm",https://www.ikea.com/sa/en/p/pax-wardrobe-combination-white-s29385672/
O1345,2023-01-08,VINDUM,Rugs,250.0,,,
O1348,2024-09-01,LAGAN,Appliances,600.0,,,
O1349,2023-03-05,ADDE,Chairs,11.2,Chair,"Ancho: 39.0cm, Alto: 77.0cm, Fondo: 47.0cm",https://www.ikea.com/sa/en/p/adde-chair-white-10219178/
O1349,2023-03-03,HEMNES,Beds,86.99,"Bed frame, 140x200 cm",Ancho: 154.0cm,https://www.ikea.com/sa/en/p/hemnes-bed-frame-white-stain-s89931560/
O1349,2023-03-03,PAX,Wardrobes,737.91,"Wardrobe combination, 150x58x201 cm","Ancho: 150.0cm, Alto: 201.0cm, Fondo: 58.0cm",https://www.ikea.com/sa/en/p/pax-wardrobe-combination-white-s29385672/
O1349,2023-03-04,PAX,Wardrobes,737.91,"Wardrobe combination, 150x58x201 cm","Ancho: 150.0cm, Alto: 201.0cm, Fondo: 58.0cm",https://www.ikea.com/sa/en/p/pax-wardrobe-combination-white-s29385672/
O1350,2024-08-15,FÄLTSKÄR,Bedding,993.45,,,
O1351,2023-01-29,FADO,Lamps,22.0,,,
O1355,2023-03-27,HEKTAR,Lamps,930.56,,,
O1355,2023-03-26,STOENSE,Rugs,140.91,,,
O1355,2023-03-27,TRÅDFRI,Lighting,15.0,,,
O1357,2023-11-05,MILLBERGET,Chairs,150.0,Swivel chair,Fondo: 65.0cm,https://www.ikea.com/sa/en/p/millberget-swivel-chair-bomstad-black-90339412/
O1362,2024-09-17,FADO,Lamps,22.0,,,
O1363,2023-03-08,PAX,Wardrobes,737.91,"Wardrobe combination, 150x58x201 cm","Ancho: 150.0cm, Alto: 201.0cm, Fondo: 58.0cm",https://www.ikea.com/sa/en/p/pax-wardrobe-combination-white-s29385672/
O1364,2024-08-02,LAGAN,Appliances,600.0,,,
O1366,2024-12-28,STOENSE,Rugs,140.91,,,
O1367,2023-05-07,HEKTAR,Lamps,930.56,,,
O1369,2023-03-22,FÄRGRIK,Dinnerware,1.89,,,
O1370,2024-11-29,LACK,Bookcases & shelving units,25.0,"Wall shelf unit, 30x190 cm","Ancho: 30.0cm, Alto: 190.0cm, Fondo: 28.0cm",https://www.ikea.com/sa/en/p/lack-wall-shelf-unit-white-60282186/
O1371,2023-08-07,FÄLTSKÄR,Bedding,993.45,,,
O1372,2024-12-14,FADO,Lamps,22.0,,,
O1372,2024-12-15,GULLKLOCKA,Bedding,59.99,,,
O1372,2024-12-14,LERSTA,Lamps,5.99,,,
O1373,2023-05-07,GRÖNLID,Beds,650.0,2-seat sofa-bed,"Ancho: 196.0cm, Alto: 104.0cm, Fondo: 98.0cm",https://www.ikea.com/sa/en/p/groenlid-2-seat-sofa-bed-ljungen-dark-red-s29278101/
O1373,2023-05-04,LAGAN,Appliances,600.0,,,
O1373,2023-05-06,VINDUM,Rugs,250.0,,,
O1374,2024-09-08,KALLAX,Bookcases & shelving units,49.99,"Shelving unit, 77x77 cm","Ancho: 77.0cm, Alto: 77.0cm, Fondo: 39.0cm",https://www.ikea.com/sa/en/p/kallax-shelving-unit-white-20275814/
O1376,2024-07-20,KALLAX,Bookcases & shelving units,49.99,"Shelving unit, 77x77 cm","Ancho: 77.0cm, Alto: 77.0cm, Fondo: 39.0cm",https://www.ikea.com/sa/en/p/kallax-shelving-unit-white-20275814/
O1376,2024-07-20,STOENSE,Rugs,140.91,,,
O1376,2024-07-20,VINDUM,Rugs,250.0,,,
O1379,2023-08-05,MILLBERGET,Chairs,150.0,Swivel chair,Fondo: 65.0cm,https://www.ikea.com/sa/en/p/millberget-swivel-chair-bomstad-black-90339412/
O1382,2024-09-11,LAGAN,Appliances,600.0,,,
O1384,2024-07-31,BRIMNES,Beds,321.05,"Bed frame w storage and headboard, 90x200 cm","Ancho: 96.0cm, Alto: 110.0cm, Fondo: 54.0cm",https://www.ikea.com/sa/en/p/brimnes-bed-frame-w-storage-and-headboard-white-luroey-s49278341/
O1385,2023-11-03,GULLKLOCKA,Bedding,59.99,,,
O1386,2024-04-18,BILLY,Bookcases & shelving units,271.04,"Bookcase, 80x28x202 cm","Ancho: 80.0cm, Alto: 202.0cm, Fondo: 28.0cm",https://www.ikea.com/sa/en/p/billy-bookcase-white-00263850/
O1386,2024-04-18,FÄLTSKÄR,Bedding,993.45,,,
